ID,SYMBOL,NAME,EXCHANGE
36732,KDP,Keurig Dr Pepper Inc,NYSE
36733,KTB,Kontoor Brands Inc,NYSE
36734,LHX,L3harris Technologies Inc,NYSE
36735,LAIX,LAIX Inc,NYSE
36736,LEAF,Leaf Group Ltd,NYSE
36737,LEN-B,Lennar Corporation,NYSE
36738,LHC,Leo Holdings Corp.,NYSE
36739,LEVI,Levi Strauss & Co,NYSE
36740,LIN,Linde PLC,NYSE
36741,LINX,Linx S.A.,NYSE
36742,LGF-A,Lions Gate Entertainment Corp,NYSE
36743,LGF-B,Lions Gate Entertainment Corp.,NYSE
36744,LTHM,Livent Corp,NYSE
36745,RAMP,Liveramp Holdings Inc,NYSE
36746,MGY,Magnolia Oil & Gas Corp,NYSE
36747,MEC,Mayville Engineering Company Inc,NYSE
36748,MKC-V,"McCormick & Company, Incorporated",NYSE
36749,MDLA,Medallia Inc,NYSE
36750,MFAC,Megalith Financial Acquisition Corp.,NYSE
36751,AMPY,Amplify Energy Corp,NYSE
36752,MUFG,"Mitsubishi UFJ Financial Group, Inc.",NYSE
36753,MOGU,Mogu Inc,NYSE
36754,TAP-A,Molson Coors Brewing Company,NYSE
36755,MR,Montage Resources Corp,NYSE
36756,MOG-A,Moog Inc,NYSE
36757,MOG-B,Moog Inc.,NYSE
36758,NSCO,Nesco Holdings Inc,NYSE
36759,NMFX,New Mountain Finance Corporation,NYSE
36760,NIO,NIO Inc,NYSE
36761,JHAA,Nuveen High Income 2023 Target Term Fund,NYSE
36762,NVT,nVent Electric PLC,NYSE
36763,OAC,Oaktree Acquisition Corp,NYSE
36764,ONE,OneSmart International Education Group Ltd,NYSE
36765,ORCC,Owl Rock Capital Corp,NYSE
36766,PACD,Pacific Drilling SA,NYSE
36767,PD,PagerDuty Inc,NYSE
36768,PSN,Parsons Corp,NYSE
36769,PVL,Permianville Royalty Trust,NYSE
36770,PRT,PermRock Royalty Trust,NYSE
36771,PRSP,Perspecta Inc,NYSE
36772,PBR-A,Petroleo Brasileiro S.A. - Petrobras,NYSE
36773,PHR,Phreesia Inc,NYSE
36774,NRGX,Pimco Energy and Tactical Credit Opportunities Fund,NYSE
36775,PINS,Pinterest Inc,NYSE
36776,PIC,Pivotal Investment Corporation II,NYSE
36777,PVTL,"Pivotal Software, Inc.",NYSE
36778,PSTL,Postal Realty Trust Inc,NYSE
36779,PROS,ProSight Global Inc,NYSE
36780,NEW,Puxin Ltd,NYSE
36781,PYX,"Pyxus International, Inc.",NYSE
36782,RMED,Ra Medical Systems Inc,NYSE
36783,PACK,Ranpak Holdings Corp,NYSE
36784,RC,Ready Capital Corp,NYSE
36785,RPLA,Replay Acquisition Corp.,NYSE
36786,REZI,Resideo Technologies Inc,NYSE
36787,RVI,Retail Value Inc,NYSE
36788,RVLV,Revolve Group Inc,NYSE
36789,RMM,RiverNorth Managed Duration Municipal Income Fund Inc,NYSE
36790,RSF,RiverNorth Marketplace Lending Corporation,NYSE
36791,RMI,Rivernorth Opportunistic Municipal Income Fund Inc,NYSE
36792,RMG,RMG Acquisition Corp,NYSE
36793,RDS-A,Royal Dutch Shell plc,NYSE
36794,RDS-B,Royal Dutch Shell plc,NYSE
36795,RTW,"RTW Retailwinds, Inc.",NYSE
36796,SCPE,SC Health Corp,NYSE
36797,SRL,Scully Royalty Ltd,NYSE
36798,SITC,Site Centers Corp,NYSE
36799,WORK,Slack Technologies Inc,NYSE
36800,SMAR,Smartsheet Inc,NYSE
36801,SWI,SolarWinds Corp,NYSE
36802,SPAQ,Spartan Energy Acquisition Corp.,NYSE
36803,SMTA,Spirit MTA REIT,NYSE
36804,SPOT,Spotify Technology SA,NYSE
36805,MSC,Studio City International Holdings Ltd,NYSE
36806,STG,Sunlands Technology Group,NYSE
36807,NOVA,Sunnova Energy International Inc,NYSE
36808,SUZ,Suzano S.A.,NYSE
36809,TAK,Takeda Pharmaceutical Company Limited,NYSE
36810,TGE,"Tallgrass Energy, LP",NYSE
36811,TALO,Talos Energy Inc,NYSE
36812,TME,Tencent Music Entertainment Group,NYSE
36813,VAM,Vivaldi Opportunities Fund,NYSE
36814,SHLL,Tortoise Acquisition Corp,NYSE
36815,TEAF,Tortoise Essential Assets Income Term Fund,NYSE
36816,TRNE,Trine Acquisition Corp,NYSE
36817,TUFN,Tufin Software Technologies Ltd,NYSE
36818,TRWH,Twin River Worldwide Holdings Inc,NYSE
36819,USX,US Xpress Enterprises Inc,NYSE
36820,UBER,Uber Technologies Inc,NYSE
36821,UI,Ubiquiti Inc,NYSE
36822,VAL,Valaris PLC,NYSE
36823,VAPO,Vapotherm Inc,NYSE
36824,VNE,Veoneer Inc,NYSE
36825,VCIF,Vertical Capital Income Fund,NYSE
36826,VIST,"Vista Oil & Gas, S.A.B. de C.V.",NYSE
36827,WSO-B,"Watsco, Inc.",NYSE
36828,WEI,Weidai Ltd,NYSE
36829,WYND,Wyndham Destinations Inc,NYSE
36830,WH,Wyndham Hotels & Resorts Inc,NYSE
36831,XYF,X Financial,NYSE
36832,YETI,Yeti Holdings Inc,NYSE
36833,ZUO,Zuora Inc,NYSE
36834,YI,111 Inc,NasdaqGM
36835,PIHPP,"1347 Property Insurance Holdings, Inc.",NasdaqGM
36836,BCOW,1895 Bancorp of Wisconsin Inc,NasdaqCM
36837,QFIN,360 Finance Inc,NasdaqGM
36838,JFK,8i Enterprises Acquisition Corp,NasdaqGS
36839,JFKKU,8i Enterprises Acquisition Corp.,NasdaqGS
36840,JFU,9F Inc,NasdaqGM
36841,ACAM,Acamar Partners Acquisition Corp,NasdaqCM
36842,ACAMU,Acamar Partners Acquisition Corp.,NasdaqCM
36843,ACTT,Act II Global Acquisition Corp.,NasdaqCM
36844,ACTTU,Act II Global Acquisition Corp.,NasdaqCM
36845,ADPT,Adaptive Biotechnologies Corp,NasdaqGS
36846,ADIL,Adial Pharmaceuticals Inc,NasdaqCM
36847,DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,NasdaqGM
36848,DWSH,AdvisorShares Dorsey Wright Short ETF,NasdaqGM
36849,BKCH,AdvisorShares Sabretooth ETF,NasdaqGS
36850,ARPO,Aerpio Pharmaceuticals Inc,NasdaqCM
36851,AFYA,Afya Ltd,NasdaqGS
36852,AGBA,AGBA Acquisition Ltd,NasdaqCM
36853,AGBAU,AGBA Acquisition Limited,NasdaqCM
36854,AGMH,AGM Group Holdings Inc,NasdaqCM
36855,AGNCM,AGNC Investment Corp.,NasdaqGS
36856,AIRTP,"Air T, Inc.",NasdaqGM
36857,ANTE,Airnet Technology Inc,NasdaqCM
36858,KERN,Akerna Corp,NasdaqGS
36859,AKRO,Akero Therapeutics Inc,NasdaqGS
36860,ALAC,Alberton Acquisition Corp,NasdaqCM
36861,ALACU,Alberton Acquisition Corporation,NasdaqCM
36862,ALACW,Alberton Acquisition Corporation,NasdaqCM
36863,ALEC,Alector Inc,NasdaqGS
36864,ALYA,Alithya Group Inc,NasdaqCM
36865,ALLK,Allakos Inc,NasdaqGS
36866,ALGR,Allegro Merger Corp.,NasdaqCM
36867,ALGRU,Allegro Merger Corp.,NasdaqCM
36868,AESE,Allied Esports Entertainment Inc,NasdaqCM
36869,ALLO,Allogene Therapeutics Inc,NasdaqGS
36870,ATHE,Alterity Therapeutics Limited,NasdaqCM
36871,ALTM,Altus Midstream Co,NasdaqGM
36872,AMAL,Amalgamated Bank,NasdaqGM
36873,AMCI,AMCI Acquisition Corp,NasdaqCM
36874,AMCIU,AMCI Acquisition Corp.,NasdaqCM
36875,AMTB,Amerant Bancorp Inc,NasdaqGS
36876,AMTBB,Amerant Bancorp Inc.,NasdaqGS
36877,AFIN,American Finance Trust Inc,NasdaqGS
36878,AFINP,"American Finance Trust, Inc.",NasdaqGS
36879,AREC,American Resources Corp,NasdaqCM
36880,ANCN,Anchiano Therapeutics Ltd,NasdaqCM
36881,ANDA,Andina Acquisition Corp III,NasdaqCM
36882,ANDAU,Andina Acquisition Corp. III,NasdaqCM
36883,ANIX,Anixa Biosciences Inc,NasdaqCM
36884,ATEX,Anterix Inc,NasdaqCM
36885,APEX,Apex Global Brands Inc,NasdaqCM
36886,APLT,Applied Therapeutics Inc,NasdaqGM
36887,APTX,Aptinyx Inc,NasdaqGS
36888,APM,Aptorum Group Ltd,NasdaqGM
36889,APYX,Apyx Medical Corp,NasdaqGS
36890,AQST,Aquestive Therapeutics Inc,NasdaqGM
36891,ARAV,Aravive Inc,NasdaqGS
36892,ARCE,Arco Platform Ltd,NasdaqGS
36893,ARDS,Aridis Pharmaceuticals Inc,NasdaqCM
36894,ARTL,Artelo Biosciences Inc,NasdaqCM
36895,ARVN,Arvinas Inc,NasdaqGS
36896,ARYA,ARYA Sciences Acquisition Corp.,NasdaqCM
36897,ARYAU,ARYA Sciences Acquisition Corp.,NasdaqCM
36898,ASLN,ASLAN Pharmaceuticals Limited,NasdaqGM
36899,ASRT,Assertio Holdings Inc,NasdaqGS
36900,ATIF,ATIF Holdings Ltd,NasdaqCM
36901,AUB,Atlantic Union Bankshares Corp,NasdaqGS
36902,BCEL,Atreca Inc,NasdaqGS
36903,ATIS,"Attis Industries, Inc.",Other OTC
36904,AEYE,AudioEye Inc,NasdaqCM
36905,JG,Aurora Mobile Ltd,NasdaqGS
36906,AUTL,Autolus Therapeutics PLC,NasdaqGS
36907,AVCO,Avalon Globocare Corp,NasdaqCM
36908,AVRO,AVROBIO Inc,NasdaqGS
36909,AXLA,Axcella Health Inc,NasdaqGM
36910,AXNX,Axonics Modulation Technologies Inc,NasdaqGS
36911,AXGT,Axovant Gene Therapies Ltd,NasdaqGS
36912,BFC,Bank First Corp,NasdaqCM
36913,OZK,Bank Ozk,NasdaqGS
36914,BSVN,Bank7 Corp,NasdaqGS
36915,GLG,TD Holdings Inc,NasdaqGS
36916,BCML,BayCom Corp,NasdaqGS
36917,BLU,BELLUS Health Inc,NasdaqGS
36918,BNTCW,Benitec Biopharma Limited,NasdaqCM
36919,BRY,Berry Corporation (Bry),NasdaqGS
36920,XAIR,Beyond Air Inc,NasdaqCM
36921,BYND,Beyond Meat Inc,NasdaqGS
36922,BCYC,Bicycle Therapeutics PLC,NasdaqGS
36923,BILI,Bilibili Inc,NasdaqGS
36924,BCDA,BioCardia Inc,NasdaqCM
36925,BHTG,BioHiTech Global Inc,NasdaqCM
36926,BNGO,Bionano Genomics Inc,NasdaqCM
36927,BNKL,Bionik Laboratories Corp,Other OTC
36928,BSGM,Biosig Technologies Inc,NasdaqCM
36929,BIVI,Biovie Inc,Other OTC
36930,BHAT,Blue Hat Interactive Entertainment Technology,NasdaqCM
36931,BWMC,Boxwood Merger Corp.,NasdaqCM
36932,BWMCU,Boxwood Merger Corp.,NasdaqCM
36933,BWAY,Brainsway Ltd.,NasdaqGM
36934,BBI,Brickell Biotech Inc,NasdaqCM
36935,BBIO,BridgeBio Pharma Inc,NasdaqGS
36936,BHFAP,"Brighthouse Financial, Inc.",NasdaqGS
36937,BPYPO,Brookfield Property Partners L.P.,NasdaqGS
36938,BPYPP,Brookfield Property Partners L.P.,NasdaqGS
36939,BPR,Brookfield Property REIT Inc.,NasdaqGS
36940,BPRAP,Brookfield Property REIT Inc.,NasdaqGS
36941,DOOO,BRP Inc,NasdaqGS
36942,BFST,Business First Bancshares Inc,NasdaqGS
36943,CMBM,Cambium Networks Corp,NasdaqGM
36944,CBNK,Capital Bancorp Inc,NasdaqGS
36945,CARE,Carter Bank and Trust,NasdaqGS
36946,SAVA,Cassava Sciences Inc,NasdaqCM
36947,CSTL,Castle Biosciences Inc,NasdaqGM
36948,CTRM,Castor Maritime Inc,NasdaqCM
36949,CBAT,CBAK Energy Technology Inc,NasdaqCM
36950,CBMB,CBM Bancorp Inc,NasdaqCM
36951,CTRC,Centric Brands Inc.,NasdaqCM
36952,CFFA,CF Finance Acquisition Corp,NasdaqCM
36953,CFFAU,CF Finance Acquisition Corp.,NasdaqCM
36954,CHNG,Change Healthcare Inc,NasdaqGS
36955,CTAC,ChaSerg Technology Acquisition Corp.,NasdaqCM
36956,CTACU,ChaSerg Technology Acquisition Corp.,NasdaqCM
36957,CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",NasdaqGM
36958,CIH,China Index Holdings Ltd,NasdaqGS
36959,SXTC,China SXT Pharmaceuticals Inc,NasdaqCM
36960,PLIN,China Xiangtai Food Co Ltd,NasdaqCM
36961,CMCTP,CIM Commercial Trust Corporation,NasdaqGM
36962,CLPS,CLPS Inc,NasdaqGM
36963,CCB,Coastal Financial Corp (EVERETT),NasdaqGS
36964,CLBK,Columbia Financial Inc,NasdaqGS
36965,SCOR,Comscore Inc,NasdaqGS
36966,BBCP,Brundage-Bone Concrete Pumping Holdings Inc,NasdaqCM
36967,CNST,Constellation Pharmaceuticals Inc,NasdaqGS
36968,ROAD,Construction Partners Inc,NasdaqGS
36969,CPAA,Conyers Park II Acquisition Corp,NasdaqCM
36970,CPAAU,Conyers Park II Acquisition Corp.,NasdaqCM
36971,AWSM,Cool Holdings Inc,Other OTC
36972,CORV,Correvio Pharma Corp.,NasdaqGS
36973,CRTX,Cortexyme Inc,NasdaqGS
36974,CLDB,Cortland Bancorp,NasdaqCM
36975,CVET,Covetrus Inc,NasdaqGS
36976,CREX,Creative Realities Inc,NasdaqCM
36977,CRSA,Crescent Acquisition Corp,NasdaqCM
36978,CRSAU,Crescent Acquisition Corp.,NasdaqCM
36979,CRNX,Crinetics Pharmaceuticals Inc,NasdaqGS
36980,CFB,Crossfirst Bankshares Inc,NasdaqGS
36981,CRWD,Crowdstrike Holdings Inc,NasdaqGS
36982,CMLS,Cumulus Media Inc,NasdaqGM
36983,CYCN,Cyclerion Therapeutics Inc,NasdaqGS
36984,DTSS,Datasea Inc,NasdaqCM
36985,DDMX,DD3 Acquisition Corp.,NasdaqCM
36986,DMTK,DermTech Inc,NasdaqCM
36987,DMAC,DiaMedica Therapeutics Inc,NasdaqCM
36988,DEAC,Diamond Eagle Acquisition Corp.,NasdaqCM
36989,DEACU,Diamond Eagle Acquisition Corp.,NasdaqCM
36990,DPHC,Diamondpeak Holdings Corp,NasdaqCM
36991,DPHCU,DiamondPeak Holdings Corp.,NasdaqCM
36992,DOCU,DocuSign Inc,NasdaqGS
36993,DOMO,Domo Inc,NasdaqGM
36994,DOYU,Douyu International Holdings Ltd,NasdaqGS
36995,DBX,Dropbox Inc,NasdaqGS
36996,DYAI,Dyadic International Inc,NasdaqCM
36997,EDSA,Edesa Biotech Inc,NasdaqCM
36998,EDNT,Edison Nation Inc,NasdaqCM
36999,EDTX,EdtechX Holdings Acquisition Corp.,NasdaqCM
37000,EDTXU,EdtechX Holdings Acquisition Corp.,NasdaqCM
37001,EIDX,Eidos Therapeutics Inc,NasdaqGS
37002,SOLO,Electrameccanica Vehicles Corp,NasdaqCM
37003,ECOR,"electroCore, Inc.",NasdaqGS
37004,ELOX,Eloxx Pharmaceuticals Inc,NasdaqGM
37005,EMMA,Emmaus Life Sciences Inc,Other OTC
37006,ENLV,Enlivex Therapeutics Ltd,NasdaqCM
37007,ENOB,Enochian Biosciences Inc,NasdaqGS
37008,ESGRO,Enstar Group Limited,NasdaqGS
37009,ESGRP,Enstar Group Limited,NasdaqGS
37010,ENTX,Entera Bio Ltd,NasdaqGS
37011,EVSI,Envision Solar International Inc,NasdaqGS
37012,EPSN,Epsilon Energy Ltd,NasdaqGM
37013,EQ,Equillium Inc,NasdaqGS
37014,ESTA,Establishment Labs Holdings Inc,NasdaqCM
37015,ETON,Eton Pharmaceuticals Inc,NasdaqGM
37016,EDRY,EuroDry Ltd,NasdaqGS
37017,EVLO,Evelo Biosciences Inc,NasdaqGS
37018,EVER,EverQuote Inc,NasdaqGM
37019,EVOP,EVO Payments Inc,NasdaqGS
37020,XCUR,Exicure Inc,NasdaqGS
37021,EXPI,eXp World Holdings Inc,NasdaqGM
37022,EYPT,EyePoint Pharmaceuticals Inc,NasdaqGM
37023,FLMN,Falcon Minerals Corp,NasdaqCM
37024,FLLCU,Fellazo Inc.,NasdaqCM
37025,FITBP,Fifth Third Bancorp,NasdaqGS
37026,FTAC,Fintech Acquisition Corp III,NasdaqCM
37027,FTACU,FinTech Acquisition Corp. III,NasdaqCM
37028,FTACW,FinTech Acquisition Corp. III,NasdaqCM
37029,FCBP,First Choice Bancorp (California),NasdaqCM
37030,FXNC,First National Corp,NasdaqCM
37031,FSEA,First Seacoast Bancorp,NasdaqCM
37032,DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,NasdaqGM
37033,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,NasdaqGS
37034,DVLU,First Trust Dorsey Wright Momentum & Value ETF,NasdaqGM
37035,DALI,First Trust Dorsey Wright DALI 1 ETF,NasdaqGS
37036,FDNI,First Trust Dow Jones International Internet ETF,NasdaqGM
37037,NFTY,First Trust India NIFTY 50 Equal Weight ETF,NasdaqGM
37038,NXTG,First Trust IndXX NextG ETF,NasdaqGM
37039,FPXE,First Trust IPOX Europe Equity Opportunities ETF,NasdaqGM
37040,LDSF,First Trust Low Duration Strategic Focus ETF,NasdaqGM
37041,FID,First Trust S&P International Dividend Aristocrats ETF,NasdaqGM
37042,MYFW,First Western Financial Inc,NasdaqGS
37043,FLNT,Fluent Inc,NasdaqGM
37044,FLUX,Flux Power Holdings Inc,Other OTC
37045,FOCS,Focus Financial Partners Inc,NasdaqGS
37046,FTSV,"Forty Seven, Inc.",NasdaqGS
37047,FMCI,Forum Merger II Corporation,NasdaqCM
37048,FMCIU,Forum Merger II Corp,NasdaqCM
37049,FRAF,Franklin Financial Services Corp,NasdaqCM
37050,FTDR,Frontdoor Inc,NasdaqGS
37051,FULC,Fulcrum Therapeutics Inc,NasdaqGM
37052,FVCB,FVCBankcorp Inc,NasdaqCM
37053,GMDA,Gamida Cell Ltd,NasdaqGM
37054,GNFT,Genfit SA,NasdaqGS
37055,GMAB,Genmab A/S,NasdaqGS
37056,GNPX,Genprex Inc,NasdaqCM
37057,GAINL,Gladstone Investment Corporation,NasdaqGS
37058,GBLIZ,Global Indemnity Limited,NasdaqGS
37059,DRIV,Global X Autonomous & Electric Vehicles ETF,NasdaqGS
37060,CLOU,Global X Cloud Computing ETF Global X Cloud Computing ETF,NasdaqGS
37061,EBIZ,Global X E-commerce ETF,NasdaqGM
37062,AIQ,Global X Future Analytics Tech ETF,NasdaqGM
37063,GNOM,Global X Genomics & Biotechnology ETF,NasdaqGM
37064,GSHD,Goosehead Insurance Inc,NasdaqGS
37065,GRSH,"Gores Holdings III, Inc.",NasdaqCM
37066,GRSHU,"Gores Holdings III, Inc.",NasdaqCM
37067,GMHI,"Gores Metropoulos, Inc.",NasdaqCM
37068,GMHIU,Gores Metropoulos Inc,NasdaqCM
37069,GOSS,Gossamer Bio Inc,NasdaqGS
37070,GNLN,Greenlane Holdings Inc,NasdaqGM
37071,GRNQ,GreenPro Capital Corp,NasdaqCM
37072,GSKY,GreenSky Inc,NasdaqGS
37073,GRIN,Grindrod Shipping Holdings Ltd,NasdaqGS
37074,GRTS,Gritstone Oncology Inc,NasdaqGS
37075,GO,Grocery Outlet Holding Corp,NasdaqGS
37076,GH,Guardant Health Inc,NasdaqGS
37077,GHSI,Guardion Health Sciences Inc,NasdaqCM
37078,GXGX,GX Acquisition Corp,NasdaqCM
37079,GXGXU,GX Acquisition Corp.,NasdaqCM
37080,HJLI,Hancock Jaffe Laboratories Inc,NasdaqCM
37081,HWC,Hancock Whitney Corp,NasdaqGS
37082,HARP,Harpoon Therapeutics Inc,NasdaqGS
37083,HROW,Harrow Health Inc,NasdaqCM
37084,HHR,HeadHunter Group PLC,NasdaqGS
37085,HCAT,Health Catalyst Inc,NasdaqGS
37086,HLIO,Helios Technologies Inc,NasdaqGS
37087,HSDT,Helius Medical Technologies Inc,NasdaqCM
37088,HCACU,Hennessy Capital Acquisition Corp. IV,NasdaqCM
37089,HCACW,Hennessy Capital Acquisition Corp. IV,NasdaqCM
37090,HEPA,Hepion Pharmaceuticals Inc,NasdaqCM
37091,HFFG,Hf Foods Group Inc,NasdaqCM
37092,HCCH,HL Acquisitions Corp,NasdaqCM
37093,HCCHU,HL Acquisition Corp.,NasdaqCM
37094,FIXX,Homology Medicines Inc,NasdaqGS
37095,HOOK,HOOKIPA Pharma Inc,NasdaqGS
37096,TWNKW,"Hostess Brands, Inc.",NasdaqCM
37097,HOTH,Hoth Therapeutics Inc,NasdaqCM
37098,HHT,Color Star Technology Co Ltd,NasdaqCM
37099,HYRE,HyreCar Inc,NasdaqCM
37100,IIIV,i3 Verticals Inc,NasdaqGS
37101,IBKCN,IBERIABANK Corporation,NasdaqGS
37102,IDEX,Ideanomics Inc,NasdaqCM
37103,IDYA,IDEAYA Biosciences Inc,NasdaqGS
37104,IHRT,iHeartMedia Inc,NasdaqGS
37105,IMAC,IMAC Holdings Inc,NasdaqCM
37106,IMBI,iMedia Brands Inc,NasdaqCM
37107,IMUX,Immunic Inc,NasdaqCM
37108,IMV,IMV Inc,NasdaqCM
37109,IEA,Infrastructure and Energy Alternatives Inc,NasdaqCM
37110,INMD,Inmode Ltd,NasdaqGS
37111,INMB,INmune Bio Inc,NasdaqCM
37112,INSU,Insurance Acquisition Corp,NasdaqCM
37113,INSUU,Insurance Acquisition Corp.,NasdaqCM
37114,IMXI,International Money Express Inc,NasdaqCM
37115,IPLDP,Interstate Power and Light Company,NasdaqGS
37116,ISDX,Invesco RAFI Strategic Developed ex-US ETF,NasdaqGM
37117,ISDS,Invesco RAFI Strategic Developed ex-US Small Company ETF,NasdaqGM
37118,ISEM,Invesco RAFI Strategic Emerging Markets ETF,NasdaqGM
37119,IUS,Invesco RAFI Strategic US ETF,NasdaqGM
37120,IUSS,Invesco RAFI Strategic US Small Company ETF,NasdaqGM
37121,ICMB,Investcorp Credit Management BDC Inc,NasdaqGS
37122,IQ,IQIYI Inc,NasdaqGS
37123,USIG,iShares Broad USD Investment Grade Corporate Bond ETF,NasdaqGS
37124,SUSL,iShares ESG MSCI USA Leaders ETF,NasdaqGM
37125,BGRN,iShares Global Green Bond ETF,NasdaqGM
37126,IGIB,iShares Intermediate-Term Corporate Bond ETF,NasdaqGM
37127,SDG,iShares MSCI Global Impact ETF,NasdaqGM
37128,EWJE,iShares MSCI Japan Equal Weighted ETF,NasdaqGM
37129,EWJV,iShares MSCI Japan Value ETF,NasdaqGM
37130,IGSB,iShares Short-Term Corporate Bond ETF,NasdaqGM
37131,ITMR,Itamar Medical Ltd.,NasdaqCM
37132,ITRM,Iterum Therapeutics PLC,NasdaqGM
37133,ISEE,Iveric Bio Inc,NasdaqGS
37134,JRSH,Jerash Holdings (US) Inc,NasdaqCM
37135,JFIN,Jiayin Group Inc,NasdaqGM
37136,KXIN,Kaixin Auto Holdings,NasdaqCM
37137,KLDO,Kaleido Biosciences Inc,NasdaqGS
37138,KRTX,Karuna Therapeutics Inc,NasdaqGM
37139,KZR,Kezar Life Sciences Inc,NasdaqGS
37140,KNSA,Kiniksa Pharmaceuticals Ltd,NasdaqGS
37141,KLXE,KLX Energy Services Holdings Inc,NasdaqGS
37142,KOD,Kodiak Sciences Inc,NasdaqGM
37143,KRUS,Kura Sushi USA Inc,NasdaqGM
37144,LEGH,Legacy Housing Corp,NasdaqGS
37145,LEVL,Level One Bancorp Inc,NasdaqGS
37146,LFAC,LF Capital Acquisition Corp.,NasdaqCM
37147,LFACU,LF Capital Acquisition Corp,NasdaqCM
37148,LMST,Limestone Bancorp Inc,NasdaqCM
37149,YVR,Liquid Media Group Ltd,NasdaqGS
37150,LQDA,Liquidia Technologies Inc,NasdaqCM
37151,LVGO,Livongo Health Inc,NasdaqGS
37152,LOGC,LogicBio Therapeutics Inc,NasdaqGM
37153,CHNA,Loncar China BioPharma ETF,NasdaqGM
37154,LOAC,Longevity Acquisition Corp,NasdaqGS
37155,LOACU,Longevity Acquisition Corporation,NasdaqCM
37156,LK,Luckin Coffee Inc.,NasdaqGS
37157,LKCO,Luokung Technology Corp,NasdaqCM
37158,LYFT,Lyft Inc,NasdaqGS
37159,MGTA,Magenta Therapeutics Inc,NasdaqGS
37160,MNSB,MainStreet Bancshares Inc,NasdaqCM
37161,MRKR,Marker Therapeutics Inc,NasdaqGM
37162,MDJH,MDJM Ltd,NasdaqGS
37163,MGTX,MeiraGTx Holdings PLC,NasdaqGS
37164,MBINO,Merchants Bancorp,NasdaqGS
37165,MBINP,Merchants Bancorp,NasdaqGS
37166,MREO,Mereo BioPharma Group plc,NasdaqGS
37167,MESA,Mesa Air Group Inc,NasdaqGS
37168,MSVB,Mid-Southern Bancorp Inc,NasdaqCM
37169,MIST,Milestone Pharmaceuticals Inc,NasdaqGS
37170,MLND,Millendo Therapeutics Inc,NasdaqCM
37171,TIGO,Millicom International Cellular S.A.,NasdaqGS
37172,MIRM,Mirum Pharmaceuticals Inc,NasdaqGS
37173,MTC,MMTEC Inc,NasdaqCM
37174,MRNA,Moderna Inc,NasdaqGS
37175,MOGO,Mogo Inc (British Columbia),NasdaqGS
37176,MWK,Mohawk Group Holdings Inc,NasdaqCM
37177,MNCL,Monocle Acquisition Corporation,NasdaqCM
37178,MNCLU,Monocle Acquisition Corp,NasdaqCM
37179,MORF,Morphic Holding Inc,NasdaqGM
37180,MOR,MorphoSys AG,NasdaqGS
37181,COOP,Mr. Cooper Group Inc,NasdaqGS
37182,NRC,National Research Corp,NasdaqGS
37183,NTUS,Natus Medical Inc,NasdaqGS
37184,NMCI,Navios Maritime Containers LP,NasdaqGS
37185,NLTX,Neoleukin Therapeutics Inc,NasdaqGM
37186,NTGN,"Neon Therapeutics, Inc.",NasdaqGS
37187,NEPH,Nephros Inc,NasdaqCM
37188,NFIN,Netfin Acquisition Corp,NasdaqCM
37189,NFINU,Netfin Acquisition Corp.,NasdaqCM
37190,NBSE,NeuBase Therapeutics Inc,NasdaqCM
37191,NUROW,"NeuroMetrix, Inc.",YHD
37192,STIM,Neuronetics Inc,NasdaqGS
37193,NFE,New Fortress Energy LLC,NasdaqGS
37194,NXTC,NextCure Inc,NasdaqGS
37195,NXGN,NextGen Healthcare Inc,NasdaqGS
37196,BIMI,BOQI International Medical Inc,NasdaqCM
37197,NGM,NGM Biopharmaceuticals Inc,NasdaqGS
37198,NIU,NIU Technologies,NasdaqGS
37199,LASR,nLIGHT Inc,NasdaqGS
37200,OPI,Office Properties Income Trust,NasdaqGS
37201,OPINI,Office Properties Income Trust,NasdaqGS
37202,OCCI,OFS Credit Company Inc,NasdaqGS
37203,OCCIP,"OFS Credit Company, Inc.",NasdaqGS
37204,ONCY,Oncolytics Biotech Inc,NasdaqGS
37205,ONCT,Oncternal Therapeutics Inc,NasdaqCM
37206,OSPN,OneSpan Inc,NasdaqGS
37207,OSW,OneSpaWorld Holdings Ltd,NasdaqCM
37208,OPBK,OP Bancorp,NasdaqGS
37209,OPRA,Opera Ltd,NasdaqGS
37210,OPES,Opes Acquisition Corp,NasdaqCM
37211,OPRX,OPTIMIZERx Corp,NasdaqGS
37212,ORTX,Orchard Therapeutics PLC,NasdaqGS
37213,OGI,OrganiGram Holdings Inc,NasdaqGS
37214,ORGO,Organogenesis Holdings Inc,NasdaqCM
37215,OBNK,Origin Bancorp Inc,NasdaqGS
37216,ORSNU,Orisun Acquisition Corp.,NasdaqGS
37217,OSMT,Osmotica Pharmaceuticals PLC,NasdaqGS
37218,OTLK,Outlook Therapeutics Inc,NasdaqCM
