ID,SYMBOL,NAME,EXCHANGE
36161,SBR,Sabine Royalty Trust,New York Stock Exchange
36164,SCA,Stellus Capital Investment Corporation 5.75% Notes due 2022,New York Stock Exchange
36168,SCAP,AdvisorShares Cornerstone Small Cap,NYSE Arca
36169,SCC,ProShares UltraShort Consumer Services,NYSE Arca
36170,SCD,LMP Capital And Income Fund Inc,New York Stock Exchange
36171,SCID,Global X Scientific Beta Europe,NYSE Arca
36172,SCIJ,Global X Scientific Beta Japan,NYSE Arca
36173,SCIU,Global X Scientific Beta US,NYSE Arca
36174,SCIX,Global X Scientific Beta Asia ex-Japan,NYSE Arca
36175,SCKT,Socket Mobile Inc,NASDAQ Capital Market
36177,SCX,L S Starrett Co,New York Stock Exchange
36178,SDD,ProShares UltraShort SmallCap600,NYSE Arca
36179,SDEM,Global X MSCI SuperDividend Emerging Markets,NYSE Arca
36180,SDP,ProShares UltraShort Utilities,NYSE Arca
36181,SDR,SandRidge Mississippian Trust II representing Beneficial Interests,New York Stock Exchange
36182,SDT,SandRidge Mississippian Trust I of Beneficial Interest,New York Stock Exchange
36183,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,NASDAQ Global Market
36184,SDYL,ETRACS Monthly Pay 2xLeveraged S&P Dividend ETN,NYSE Arca
36185,SEA,Guggenheim Shipping,NYSE Arca
36187,SEF,ProShares Short Financials,NYSE Arca
36188,SELF,Global Self Storage Inc,NASDAQ Capital Market
36189,SENEB,Seneca Foods Corp. Class B Common Stock,Nasdaq Global Select
36190,SES,Synthesis Energy Systems Inc.,NASDAQ Capital Market
36191,SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,New York Stock Exchange
36192,SFBC,Sound Financial Bancorp Inc,NASDAQ Capital Market
36196,SGA,Saga Communications Inc,NYSE American
36198,SGB,Southwest Georgia Financial Corporation,NYSE American
36199,SGDM,Sprott Gold Miners,NYSE Arca
36201,SGLB,Sigma Labs Inc,NASDAQ Capital Market
36202,SGLBW,Sigma Labs Inc. Warrant,NASDAQ Capital Market
36205,SHE,SPDR Series Trust SSGA Gender Diversity Index,NYSE Arca
36206,SHIP,Seanergy Maritime Holdings Corp,NASDAQ Capital Market
36207,SHIPW,Seanergy Maritime Holdings Corp Class A Warrants,NASDAQ Capital Market
36209,SHSP,SharpSpring Inc,NASDAQ Capital Market
36210,SHYL,Xtrackers Short Duration High Yield Bond,NYSE Arca
36211,SIEB,Siebert Financial Corp,NASDAQ Capital Market
36212,SIF,SIFCO Industries Inc,NYSE American
36213,SIFY,Sify Technologies Ltd,NASDAQ Capital Market
36214,SIJ,ProShares UltraShort Industrials,NYSE Arca
36215,SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,NYSE American
36217,SIZE,iShares Edge MSCI USA Size Factor,NYSE Arca
36218,SKIS,Peak Resorts Inc.,NASDAQ Global Market
36219,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,NASDAQ Global Market
36220,SLIM,The Obesity ETF,NASDAQ Global Market
36221,SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,Nasdaq Global Select
36222,SLNO,Soleno Therapeutics Inc,NASDAQ Capital Market
36224,SMCP,AlphaMark Actively Managed Small Cap ETF,NASDAQ Global Market
36226,SMED,Sharps Compliance Corp,NASDAQ Capital Market
36227,SMHD,ETRACS Monthly Pay 2xLeveraged US Small Cap High Dividend ETN due February 6 2045,NYSE Arca
36228,SMLF,iShares Edge MSCI Multifactor USA Small-Cap,NYSE Arca
36229,SMLL,Direxion Daily Small Cap Bull 2X Shares,NYSE Arca
36230,SMLV,SPDR SSGA US Small Cap Low Volatility Index,NYSE Arca
36232,SMMU,Short Term Municipal Bond Active Exchange-Traded Fund,NYSE Arca
36235,SMSI,Smith Micro Software Inc,NASDAQ Capital Market
36236,SMTS,Sierra Metals Inc,NYSE American
36237,SMTX,SMTC Corp,NASDAQ Global Market
36238,SNDE,SUNDANCE ENERGY INC (US),NASDAQ Global Market
36239,SNES,Senestech Inc,NASDAQ Capital Market
36240,SNFCA,Security National Financial Corp,NASDAQ Global Market
36241,SNGXW,Soligenix Inc. Warrant,NASDAQ Capital Market
36242,SNHNL,Senior Housing Properties Trust 6.25% Senior Notes Due 2046,Nasdaq Global Select
36243,SNMP,Sanchez Midstream Partners LP,NYSE American
36244,SNSR,Global X Internet of Things ETF,NASDAQ Global Market
36247,SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,NASDAQ Global Market
36248,SOIL,Global X Fertilizers/Potash,NYSE Arca
36249,SOL,ReneSola Ltd,New York Stock Exchange
36251,SOYB,Teucrium Soybean Fund ETV,NYSE Arca
36252,SPCB,Supercom Ltd,NASDAQ Capital Market
36253,SPDN,Direxion Daily S&P 500 Bear 1X Shares,NYSE Arca
36254,SPDV,AAM S&P 500 High Dividend Value,NYSE Arca
36255,SPE,Special Opportunities Fund Inc,New York Stock Exchange
36256,SPI,SPI Energy Co Ltd,Nasdaq Global Select
36259,SPMO,PowerShares S&P 500 Momentum Portfolio,NYSE Arca
36261,SPPP,Sprott Physical Platinum and Palladium Trust,NYSE Arca
36262,SPRO,Spero Therapeutics Inc,Nasdaq Global Select
36263,SPTS,SPDR Portfolio Short Term Treasury,NYSE Arca
36265,SPUU,Direxion Daily S&P 500 Bull 2X Shares,NYSE Arca
36266,SPVM,PowerShares S&P 500 Value With Momentum Portfolio,BATS Exchange
36267,SPVU,PowerShares S&P 500 Enhanced Value Portfolio,NYSE Arca
36268,SPXE,ProShares S&P 500 Ex-Energy,NYSE Arca
36269,SPXN,ProShares S&P 500 Ex-Financials,NYSE Arca
36270,SPXT,ProShares S&P 500 Ex-Technology,NYSE Arca
36271,SPXV,ProShares S&P 500 Ex-Health Care,NYSE Arca
36272,SPYX,SPDR S&P 500 Fossil Fuel Reserves Free,NYSE Arca
36273,SQLV,Legg Mason Small-Cap Quality Value ETF,NASDAQ Global Market
36276,SRET,Global X SuperDividend REIT ETF,NASDAQ Global Market
36277,SRF,Cushing Energy Income Fund of Beneficial Interest,New York Stock Exchange
36278,SRTS,Sensus Healthcare Inc,NASDAQ Capital Market
36279,SRTSW,Sensus Healthcare Inc. Warrant,NASDAQ Capital Market
36280,SSBI,Summit State Bank,NASDAQ Global Market
36281,SSFN,Stewardship Financial Corp,NASDAQ Capital Market
36282,SSKN,STRATA Skin Sciences Inc,NASDAQ Capital Market
36283,SSNT,SilverSun Technologies Inc,NASDAQ Capital Market
36284,SSWA,Seaspan Corporation 7.125% Notes due 2027,New York Stock Exchange
36285,SSY,SunLink Health Systems Inc,NYSE American
36290,STNL,Sentinel Energy Services Inc.,NASDAQ Capital Market
36291,STNLU,Sentinel Energy Services Inc. Unit,NASDAQ Capital Market
36292,STNLW,Sentinel Energy Services Inc. Warrant,NASDAQ Capital Market
36295,SUB,iShares Short-Term National Muni Bond,NYSE Arca
36296,SUMR,Summer Infant Inc,NASDAQ Capital Market
36297,SUNW,Sunworks Inc,NASDAQ Capital Market
36298,SUSA,iShares MSCI USA ESG Select,NYSE Arca
36299,SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,NASDAQ Global Market
36300,SUSC,iShares ESG USD Corporate Bond ETF,NASDAQ Global Market
36301,SVBI,Severn Bancorp Inc,NASDAQ Capital Market
36302,SVT,Servotronics Inc,NYSE American
36304,SWJ,Stanley Black & Decker Inc. 5.75% Junior Subordinated Debenture due 2052,New York Stock Exchange
36305,SWZ,Swiss Helvetia Fund Inc,New York Stock Exchange
36306,SXI,Standex International Corp,New York Stock Exchange
36307,SYG,SPDR MFS Systematic Growth Equity,NYSE Arca
36308,SYPR,Sypris Solutions Inc,NASDAQ Global Market
36309,SYV,SPDR MFS Systematic Value Equity,NYSE Arca
36310,SZK,ProShares UltraShort Consumer Goods,NYSE Arca
36312,TACOW,Del Taco Restaurants Inc. Warrants,NASDAQ Capital Market
36313,TACT,TransAct Technologies Inc,NASDAQ Global Market
36314,TAGS,Teucrium Agricultural Fund ETV,NYSE Arca
36315,TAIT,Taitron Components Inc,NASDAQ Capital Market
36316,TAO,Guggenheim China Real Estate,NYSE Arca
36318,TATT,TAT Technologies Ltd,NASDAQ Global Market
36320,TAYD,Taylor Devices Inc,NASDAQ Capital Market
36322,TBX,ProShares Short 7 10 Year Treasury,NYSE Arca
36323,TCBIL,Texas Capital Bancshares Inc. 6.50% Subordinated Notes due 2042,Nasdaq Global Select
36324,TCBIP,Texas Capital Bancshares Inc. Non Cumulative Preferred Perpetual Stock Series A,Nasdaq Global Select
36327,TCCO,Technical Communications Corp,NASDAQ Capital Market
36328,TCRZ,THL Credit Inc. 6.75% Notes due 2022,New York Stock Exchange
36330,TDI,Telephone and Data Systems Inc. Sr Nt,New York Stock Exchange
36331,TDJ,Telephone and Data Systems Inc. 7% Senior Notes due 2060,New York Stock Exchange
36332,TDTF,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund,NYSE Arca
36333,TERM,EquityCompass Tactical Risk Manager,NYSE Arca
36334,TFLO,iShares Treasury Floating Rate Bond,NYSE Arca
36335,TGC,Tengasco Inc,NYSE American
36336,THGA,The Hanover Insurance Group Inc. 6.35% Subordinated Debentures due 2053,New York Stock Exchange
36338,TIBRU,Tiberius Acquisition Corporation Units,NASDAQ Capital Market
36341,TIPZ,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund,NYSE Arca
36343,TKAT,Takung Art Co Ltd,NYSE American
36344,TLDH,FlexShares Currency Hedged Morningstar DM ex-US Factor Tilt Index Fund,NYSE Arca
36345,TLEH,FlexShares Currency Hedged Morningstar EM Factor Tilt Index Fund,NYSE Arca
36346,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,NYSE Arca
36347,TMFC,Motley Fool 100 Index ETF,BATS Exchange
36348,TMQ,Trilogy Metals Inc,NYSE American
36349,TMSR,TMSR Holding Company Limited,NASDAQ Capital Market
36351,TOK,iShares MSCI Kokusai,NYSE Arca
36352,TOLZ,ProShares DJ Brookfield Global Infrastructure,NYSE Arca
36353,TPGH,TPG Pace Holdings Corp. Class A,New York Stock Exchange
36355,TPVY,TriplePoint Venture Growth BDC Corp. 5.75% Notes due 2022,New York Stock Exchange
36356,TPYP,Tortoise North American Pipeline,NYSE Arca
36357,TPZ,Tortoise Power and Energy Infrastructure Fund Inc,New York Stock Exchange
36358,TRCB,Two River Bancorp,NASDAQ Global Market
36359,TRCH,Torchlight Energy Resources Inc,NASDAQ Capital Market
36360,TRIL,Trillium Therapeutics Inc,NASDAQ Capital Market
36361,TRMD,Torm PLC,Nasdaq Global Select
36362,TRMT,Tremont Mortgage Trust,NASDAQ Capital Market
36363,TRNS,Transcat Inc,NASDAQ Global Market
36364,TRPX,Therapix Biosciences Ltd.,NASDAQ Capital Market
36365,TRX,Tanzanian Gold Corp,NYSE American
36366,TSRI,TSR Inc,NASDAQ Capital Market
36370,TURN,180 Degree Capital Corp,NASDAQ Global Market
36371,TUSA,First Trust Total US Market AlphaDEX ETF,NASDAQ Global Market
36373,TVE,Tennessee Valley Authority,New York Stock Exchange
36375,TWN,Taiwan Fund Inc,New York Stock Exchange
36376,TY,Tri-Continental Corp,New York Stock Exchange
36377,TYBS,Direxion Daily 20 Year Treasury Bear 1X Shares,NYSE Arca
36378,TYD,Direxion Daily 10-Yr Treasury Bull 3x Shrs,NYSE Arca
36380,TYO,Direxion Daily 10-Yr Treasury Bear 3x Shrs,NYSE Arca
36381,TZOO,Travelzoo,Nasdaq Global Select
36382,UAE,iShares MSCI UAE ETF,NASDAQ Global Market
36383,UAG,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Agriculture ETN,NYSE Arca
36384,UAMY,United States Antimony Corp,NYSE American
36385,UAUD,ETNs linked to the VelocityShares Daily 4X Long AUD vs. USD Index,NYSE Arca
36387,UBCP,United Bancorp Inc,NASDAQ Capital Market
36388,UBG,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Gold ETN,NYSE Arca
36391,UBOH,United Bancshares Inc,NASDAQ Global Market
36392,UBP,Urstadt Biddle Properties Inc.,New York Stock Exchange
36393,UBR,ProShares Ultra MSCI Brazil Capped,NYSE Arca
36395,UCC,ProShares Ultra Consumer Services,NYSE Arca
36396,UCHF,ETNs linked to the VelocityShares Daily 4X Long CHF vs. USD Index,NYSE Arca
36397,UCIB,ETRACS UBS Bloomberg Constant Maturity Commodity Index (CMCI) Total Return ETN Series B due April 5 2038,NYSE Arca
36399,UDN,PowerShares DB USD Index Bearish,NYSE Arca
36400,UEUR,ETNs linked to the VelocityShares Daily 4X Long EUR vs. USD Index,NYSE Arca
36401,UEVM,USAA MSCI Emerging Markets Value Momentum Blend Index,NYSE Arca
36402,UGBP,ETNs linked to the VelocityShares Daily 4X Long GBP vs. USD Index,NYSE Arca
36403,UGE,ProShares Ultra Consumer Goods,NYSE Arca
36405,UITB,USAA Core Intermediate-Term Bond,NYSE Arca
36406,UIVM,USAA MSCI International Value Momentum Blend Index,NYSE Arca
36407,UJB,ProShares Ultra High Yield,NYSE Arca
36408,UJPY,ETNs linked to the VelocityShares Daily 4X Long JPY vs. USD Index,NYSE Arca
36409,ULBR,Citigroup Global Markets Holdings Inc VelocityShares Long LIBOR ETN,NYSE Arca
36410,ULE,ProShares Ultra Euro,NYSE Arca
36411,ULST,SPDR SSgA Ultra Short Term Bond,NYSE Arca
36412,ULVM,USAA MSCI USA Value Momentum Blend Index,NYSE Arca
36413,UMDD,UltraPro MidCap400,NYSE Arca
36414,UNAM,Unico American Corp,NASDAQ Global Market
36415,UNB,Union Bankshares Inc,NASDAQ Global Market
36416,UNL,United States 12 Month Natural Gas Fund,NYSE Arca
36417,UNTY,Unity Bancorp Inc,NASDAQ Global Market
36418,UONE,Urban One Inc.,NASDAQ Capital Market
36419,UONEK,Urban One Inc,NASDAQ Capital Market
36420,UPV,ProShares Ultra FTSE Europe,NYSE Arca
36421,UPW,ProShares Ultra Utilities,NYSE Arca
36422,URR,Market Vectors Double Long Euro ETN,NYSE Arca
36423,URTH,Ishares MSCI World Index Fund,NYSE Arca
36425,USAI,American Energy Independence,NYSE Arca
36426,USAP,Universal Stainless & Alloy Products Inc,Nasdaq Global Select
36427,USAS,Americas Gold and Silver Corporation,NYSE American
36428,USATP,USA Technologies Inc. Preferred Stock,NASDAQ Global Market
36429,USDP,USD Partners LP,New York Stock Exchange
36430,USDY,Horizons Cadence Hedged US Dividend Yield,BATS Exchange
36432,USFR,WisdomTree Bloomberg Floating Rate Treasury Fund,NYSE Arca
36434,USL,United States 12 Month Oil,NYSE Arca
36435,USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,NASDAQ Global Market
36436,USLM,United States Lime & Minerals Inc,Nasdaq Global Select
36437,USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,NASDAQ Global Market
36440,USOI,Credit Suisse X-Links Crude Oil Call ETN IOPV,NASDAQ Global Market
36442,UST,ProShares Ultra 7-10 Year Treasury,NYSE Arca
36443,USTB,USAA Core Short-Term Bond,NYSE Arca
36444,USV,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Silver ETN,NYSE Arca
36445,USVM,USAA MSCI USA Small Cap Value Momentum Blend Index,NYSE Arca
36446,UTES,ETFIS Series Trust I Reaves Utilities,NYSE Arca
36448,UTSL,Direxion Daily Utilities Bull 3X Shares,NYSE Arca
36449,UXI,ProShares Ultra Industrials,NYSE Arca
36450,UYM,ProShares Ultra Basic Materials,NYSE Arca
36451,UZC,United States Cellular Corporation 7.25% Senior Notes due 2064,New York Stock Exchange
36452,VALQ,American Century STOXX U.S. Quality Value,NYSE Arca
36453,VALX,Validea Market Legends ETF,NASDAQ Global Market
36454,VBF,Invesco Bond Fund,New York Stock Exchange
36455,VBFC,Village Bank and Trust Financial Corp,NASDAQ Capital Market
36456,VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,NYSE Arca
36461,VEGA,AdvisorShares STAR Global Buy-Write,NYSE Arca
36462,VEGI,iShares MSCI Agriculture Producers Fund,NYSE Arca
36466,VFMF,Vanguard U.S. Multifactor,BATS Exchange
36468,VFMV,Vanguard U.S. Minimum Volatility,BATS Exchange
36472,VGLT,Vanguard Long-Treasury ETF,NASDAQ Global Market
36473,VIDI,ETF Series Solutions Trust Vident International Equity Fund,NYSE Arca
36475,VIIX,VelocityShares VIX Short Term ETN,NASDAQ Global Market
36477,VIOO,Vanguard S&P Small-Cap 600,NYSE Arca
36478,VIOV,Vanguard S&P Small-Cap 600 Value,NYSE Arca
36479,VIRC,Virco Mfg. Corp,NASDAQ Global Market
36480,VLT,Invesco Van Kampen High Income Trust II,New York Stock Exchange
36481,VLU,SPDR S&P 1500 Value Tilt,NYSE Arca
36484,VNCE,Vince Holding Corp,New York Stock Exchange
36485,VNLA,Janus Henderson Short Duration Income,NYSE Arca
36486,VONE,Vanguard Russell 1000 ETF,NASDAQ Global Market
36487,VONG,Vanguard Russell 1000 Growth ETF,NASDAQ Global Market
36488,VOOG,Vanguard S&P 500 Growth,NYSE Arca
36489,VOOV,Vanguard S&P 500 Value,NYSE Arca
36490,VPU,Vanguard Utilities,NYSE Arca
36492,VRNA,Verona Pharma plc,NASDAQ Global Market
36493,VRTSP,Virtus Investment Partners Inc. 7.25% Series D Mandatory Convertible Preferred Stock,Nasdaq Global Select
36494,VSDA,VictoryShares Dividend Accelerator ETF,NASDAQ Global Market
36495,VSL,Volshares Large Cap,NYSE Arca
36496,VTC,Vanguard Total Corporate Bond ETF,NASDAQ Global Market
36497,VTGN,VistaGen Therapeutics Inc,NASDAQ Capital Market
36498,VTNR,Vertex Energy Inc,NASDAQ Capital Market
36499,VTWG,Vanguard Russell 2000 Growth ETF,NASDAQ Global Market
36500,VTWO,Vanguard Russell 2000 ETF,NASDAQ Global Market
36501,VVUS,VIVUS Inc.,Nasdaq Global Select
36502,VXRT,Vaxart Inc,NASDAQ Capital Market
36505,VYMI,Vanguard International High Dividend Yield ETF,NASDAQ Global Market
36508,WALA,Western Alliance Bancorporation 6.25% Subordinated Debentures due 2056,New York Stock Exchange
36514,WBIE,WBI Tactical LCGD Shares,NYSE Arca
36515,WBIF,WBI Tactical LCV Shares,NYSE Arca
36516,WBIG,WBI Tactical LCY Shares,NYSE Arca
36518,WBII,WBI Tactical Income Shares,NYSE Arca
36519,WBIL,WBI Tactical LCQ Shares,NYSE Arca
36521,WBIY,WBI Power Factor High Dividend,NYSE Arca
36522,WCFB,WCF Bancorp Inc,NASDAQ Capital Market
36523,WCHN,WisdomTree ICBCCS S&P China 500 Fund,NYSE Arca
36524,WDRW,Direxion Daily Regional Banks Bear 3X Shares,NYSE Arca
36527,WEBK,Wellesley Bancorp Inc.,NASDAQ Capital Market
36532,WHLM,Wilhelmina International Inc,NASDAQ Capital Market
36533,WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,NASDAQ Capital Market
36536,WILC,G. Willi-Food International  Ltd.,NASDAQ Capital Market
36537,WINA,Winmark Corp,NASDAQ Global Market
36538,WINS,Wins Finance Holdings Inc,NASDAQ Capital Market
36544,WOOD,iShares S&P Global Timber & Forestry Index Fund,NASDAQ Global Market
36545,WPS,iShares International Developed Property,NYSE Arca
36547,WRLS,Pensare Acquisition Corp.,NASDAQ Capital Market
36548,WRLSR,Pensare Acquisition Corp. Right,NASDAQ Capital Market
36549,WRLSW,Pensare Acquisition Corp. Warrant,NASDAQ Capital Market
36550,WRN,Western Copper and Gold Corp,NYSE American
36552,WSTG,Wayside Technology Group Inc,NASDAQ Global Market
36554,WTID,UBS ETRACS - ProShares Daily 3x Inverse Crude ETN,NYSE Arca
36555,WTIU,UBS ETRACS - ProShares Daily 3x Long Crude ETN,NYSE Arca
36556,WTMF,WisdomTree Managed Futures Strategy Fund,NYSE Arca
36558,WTT,Wireless Telecom Group Inc,NYSE American
36559,WVFC,W V S Financial Corp,NASDAQ Global Market
36560,WVVI,Willamette Valley Vineyards Inc,NASDAQ Capital Market
36561,WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,NASDAQ Capital Market
36563,XBIO,Xenetic Biosciences Inc,NASDAQ Capital Market
36564,XBIT,XBiotech Inc,Nasdaq Global Select
36565,XCEM,Columbia EM Core ex-China,NYSE Arca
36566,XDIV,U.S. Equity Ex-Dividend Fund Series 2027 Shares,NYSE Arca
36567,XELB,Xcel Brands Inc,NASDAQ Global Market
36568,XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust,New York Stock Exchange
36571,XHE,SPDR S&P Health Care Equipment,NYSE Arca
36573,XITK,SPDR FactSet Innovative Technology,NYSE Arca
36580,XRLV,PowerShares S&P 500 ex-Rate Sensitive Low Volatility Portfolio,NYSE Arca
36583,XTH,SPDR S&P Technology Hardware,NYSE Arca
36584,XTL,SPDR S&P Telecom,NYSE Arca
36585,XTLB,XTL Biopharmaceuticals Ltd.,NASDAQ Capital Market
36588,XWEB,SPDR S&P Internet,NYSE Arca
36593,YLD,Principal Exchange-Traded Funds EDGE Active Income,NYSE Arca
36594,YLDE,ClearBridge Dividend Strategy ESG ETF,NASDAQ Global Market
36598,YTEN,Yield10 Bioscience Inc,NASDAQ Capital Market
36599,YXI,ProShares Short FTSE China 50,NYSE Arca
36601,ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,NASDAQ Global Market
36602,ZBK,Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes due September 15 2028,New York Stock Exchange
36604,ZKIN,ZK International Group Co Ltd,NASDAQ Capital Market
36605,ZOM,Zomedica Pharmaceuticals Corp,NYSE American
36606,ZVZZT,NASDAQ TEST STOCK,NASDAQ Global Market
36607,ZWZZT,NASDAQ TEST STOCK,NASDAQ Capital Market
36608,ZXZZT,NASDAQ TEST STOCK,NASDAQ Global Market
36609,ZYME,Zymeworks Inc,New York Stock Exchange
36611,ALC,Alcon AG,NYSE
36612,AMCR,Amcor PLC,NYSE
36613,AMRX,Amneal Pharmaceuticals Inc,NYSE
36614,HKIB,Amtd International Inc,NYSE
36615,PLAN,Anaplan Inc,NYSE
36616,FINS,Angel Oak Financial Strategies Income Term Trust,NYSE
36617,APY,Apergy Corporation,NYSE
36618,APHA,Aphria Inc,NYSE
36619,ACA,Arcosa Inc,NYSE
36620,ARGO,Argo Group International Holdings Ltd,NYSE
36621,ARLO,Arlo Technologies Inc,NYSE
36622,AMK,AssetMark Financial Holdings Inc,NYSE
36623,ACB,Aurora Cannabis Inc,NYSE
36624,AVLR,Avalara Inc,NYSE
36625,AVNS,Avanos Medical Inc,NYSE
36626,AVTR,Avantor Inc,NYSE
36627,EQH,Equitable Holdings Inc,NYSE
36628,AX,Axos Financial Inc,NYSE
36629,BRPM,B. Riley Principal Merger Corp.,NYSE
36630,BCSF,Bain Capital Specialty Finance Inc,NYSE
36631,BBDC,Barings BDC Inc,NYSE
36632,BHC,Bausch Health Companies Inc,NYSE
36633,BBAR,Banco BBVA Argentina S.A.,NYSE
36634,BRK-B,Berkshire Hathaway Inc.,NYSE
36635,BEST,BEST Inc,NYSE
36636,BH-A,Biglari Holdings Inc.,NYSE
36637,BIO-B,"Bio-Rad Laboratories, Inc.",NYSE
36638,BJ,BJ's Wholesale Club Holdings Inc,NYSE
36639,BSTZ,Blackrock Science and Technology Trust II,NYSE
36640,BE,Bloom Energy Corp,NYSE
36641,BORR,Borr Drilling Ltd,NYSE
36642,BHR,Braemar Hotels & Resorts Inc,NYSE
36643,MNRL,Brigham Minerals Inc,NYSE
36644,BSIG,Brightsphere Investment Group Inc,NYSE
36645,BV,Brightview Holdings Inc,NYSE
36646,BF-A,Brown-Forman Corporation,NYSE
36647,BF-B,Brown-Forman Corp,NYSE
36648,CANG,Cango Inc,NYSE
36649,CTST,CannTrust Holdings Inc.,NYSE
36650,CGC,Canopy Growth Corp,NYSE
36651,CPRI,Capri Holdings Ltd,NYSE
36652,CBS-A,ViacomCBS Inc.,NYSE
36653,EBR-B,Centrais Eletricas Brasileiras S.A. - Eletrobras,NYSE
36654,CDAY,Ceridian HCM Holding Inc,NYSE
36656,CHRA,Charah Solutions Inc,NYSE
36657,CHWY,Chewy Inc,NYSE
36658,CCX,Churchill Capital Corp II,NYSE
36659,CCC,CLARIVATE PLC,NYSE
36660,CWEN,"Clearway Energy, Inc.",NYSE
36661,CWEN-A,Clearway Energy Inc,NYSE
36662,CNF,CNFinance Holdings Ltd,NYSE
36663,CCEP,Coca-Cola European Partners PLC,NYSE
36664,CFXA,Colfax Corporation,NYSE
36665,CCH,Collier Creek Holdings,NYSE
36666,CLNY,Colony Capital Inc,NYSE
36667,CIG-C,Companhia Energetica de Minas Gerais,NYSE
36668,STZ-B,"Constellation Brands, Inc.",NYSE
36669,CTRA,Contura Energy Inc,NYSE
36670,CTK,CooTek (Cayman) Inc,NYSE
36671,CPLG,CorePoint Lodging Inc,NYSE
36672,CNR,Cornerstone Building Brands Inc,NYSE
36673,CTVA,Corteva Inc,NYSE
36674,CVIA,Covia Holdings Corporation,NYSE
36675,CRD-A,Crawford & Company,NYSE
36676,CRD-B,Crawford & Co,NYSE
36677,CWK,Cushman & Wakefield PLC,NYSE
36678,DELL,Dell Technologies Inc,NYSE
36679,DBI,Designer Brands Inc,NYSE
36680,DSSI,Diamond S Shipping Inc,NYSE
36681,DCUE,"Dominion Energy, Inc.",NYSE
36682,DOW,Dow Inc,NYSE
36683,DD,Dupont De Nemours Inc,NYSE
36684,DT,Dynatrace Inc,NYSE
36685,ELAN,Elanco Animal Health Inc,NYSE
36686,ESTC,Elastic NV,NYSE
36687,ESI,Element Solutions Inc,NYSE
36688,AKO-A,Embotelladora Andina S.A.,NYSE
36689,AKO-B,Embotelladora Andina S.A.,NYSE
36690,DAVA,Endava PLC,NYSE
36691,ET,Energy Transfer LP,NYSE
36692,EQNR,Equinor ASA,NYSE
36693,ETRN,Equitrans Midstream Corp,NYSE
36694,EPRT,Essential Properties Realty Trust Inc,NYSE
36695,EB,Eventbrite Inc,NYSE
36696,EVRG,Evergy Inc,NYSE
36697,XAN,Exantas Capital Corp,NYSE
36698,FPAC,Far Point Acquisition Corp,NYSE
36699,FTCH,Farfetch Ltd,NYSE
36700,FSLY,Fastly Inc,NYSE
36701,AGM-A,Federal Agricultural Mortgage Corporation,NYSE
36702,FVRR,Fiverr International Ltd,NYSE
36703,FLNG,FLEX LNG Ltd,NYSE
36704,FSK,FS KKR Capital Corp,NYSE
36705,GTX,Garrett Motion Inc,NYSE
36706,GIX,GigCapital2 Inc,NYSE
36707,GL,Globe Life Inc,NYSE
36709,EAF,GrafTech International Ltd,NYSE
36710,GTN-A,"Gray Television, Inc.",NYSE
36711,GHG,GreenTree Hospitality Group Ltd,NYSE
36712,GEF-B,"Greif, Inc.",NYSE
36713,GSAH,GS Acquisition Holdings Corp,NYSE
36714,GSX,GSX Techedu Inc,NYSE
36715,HNGR,Hanger Inc,NYSE
36716,HVT-A,"Haverty Furniture Companies, Inc.",NYSE
36717,HEI-A,HEICO Corporation,NYSE
36718,PSV,Hermitage Offshore Services Ltd,NYSE
36719,HEXO,Hexo Corp,NYSE
36721,HGLB,Highland Global Allocation Fund,NYSE
36722,HPR,HighPoint Resources Corp,NYSE
36723,HCFT,Hunt Companies Finance Trust Inc,NYSE
36724,HUYA,HUYA Inc,NYSE
36725,IAA,IAA Inc,NYSE
36726,INSP,Inspire Medical Systems Inc,NYSE
36727,IFS,Intercorp Financial Services Inc,NYSE
36728,JEF,Jefferies Financial Group Inc,NYSE
36729,JW-A,John Wiley & Sons Inc,NYSE
36730,JW-B,"John Wiley & Sons, Inc.",NYSE
36731,JMIA,Jumia Technologies AG,NYSE
